Date,Time,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry
7/16/2002,,Sabang Merauke Raya Air Charter,,Tarakan - Krayan,Britten-Norman BN-2A Islander,PK-TAR,860,10,8,2,10,8,2,0,"Air traffic control lost contact with the aircraft 15 minutes before it was scheduled to land. The wreckage was found atop a 5,300 ft. mountain, surrounded by thick jungle, 5 miles from its destination.","Long Barai, Indonesia",2.9703521,99.8020903,POINT (2.9703521 99.80209029999999)
7/16/2002,19:45,Bristow Helicopters,-,Gas platform Clipper - drilling rig Golbal Sante Fe Monach,Sikorsky S-76A,G-BJVX,760100,11,9,2,11,9,2,0,"The helicopter was ferrying workers from a gas rig to a oil platform in the North Sea when it crashed into the water at high speed, 28 miles northeast of Cromer. The helicopter was at a height of 320 ft. flying in a south-easterly heading when one of the rotor blades failed.  The accident was caused by a broken rotor blade, caused by fatigue, brought about by a lightning strike three years earlier.","Cromer, Norfork, England",52.931376,1.30061,POINT (52.931376 1.30061)
7/17/2002,14:22,Skyline Airways,,Jumla - Surkhet,de Havilland Canada DHC-6 Twin Otter 300,9N-AGF,828,4,2,2,4,2,2,0,"The aircraft hit a tree and crashed into a hill, 6 miles north of Surkhet in poor weather conditions. Wreckage was strewn over a wide area.","Surkhet, Nepal",28.65742055,81.51384534,POINT (28.65742055 81.51384534323141)
7/27/2002,12:45,Military - Ukraine Air Force,,,Sukhoi Su-27,42,,2,0,2,0,0,0,85,The Su-76 was performing aerobatics when it crashed into crowd of spectators at an air show at Skniliv Airport in the Ukraine. The aircraft had just performed a steep turn when it appeared to tumble and enter a steep dive from which it failed to recover. The two pilots parachuted to safety.  Pilot error. The pilots ignored their flight plans and performed untried and complicated maneuvers which led to a loss of control. Both received a jail sentence of 14 years.,"Lviv, Ukraine",49.841952,24.0315921,POINT (49.841952 24.0315921)
7/28/2002,15:25,Pulkovo Aviation Enterprise,,Moscow - St. Petersburgh,Iluyshin Il-86,RA-86060,51483203027,16,0,16,14,0,14,0,"A Russian passenger airliner on a training flight crashed shortly after takeoff from Moscow's Sheremetyevo Airport. After reaching an altitude of about 600 ft., the plane banked hard left, hit the ground and exploded. Sixteen of 18 crewmembers aboard were killed. Two flight attendants survived. Investigation revealed that the stabilizer spontaneously shifted to the full down position two seconds after takeoff. Six seconds after the shift, the captain tried to compensate by thrusting the control stick forward as far as possible, but was unable to regain control of the aircraft.","Moscow, Russia",55.7504461,37.6174943,POINT (55.7504461 37.6174943)
8/7/2002,22:00,Military - U.S. Air Force,-,Roosevelt Roads NS - Borinquen NGB,Lockheed MC-130H Hercules,90-0161,5265,10,3,7,10,3,7,0,"The military plane crashed into a mountain top, approximately 10 miles south of San Juan, Puerto Rico, in rough terrain, while performing low-level training exercises. Witnesses reported the aircraft was flying low and hit some trees before crashing into a ravine, bursting into flames and disintegrating. There was rain and fog at the time of the accident.","Caguas, Puerto Rico",18.2214149,-66.4132818,POINT (18.2214149 -66.4132817951385)
8/15/2002,12:35,Military - Sri Lanka Air Force,,,Yunshuji Y-8D,CR-873,70802,5,0,5,5,0,5,0,"The military plane developed engine trouble while en route, tried to return to the airport but crashed into a paddy field and was destroyed.","Kadjuduwa Watta, Sri Lanka",7.010536,79.885423,POINT (7.010536 79.885423)
8/19/2002,,Military - Russian Air Force,,,Mil Mi-26,89RED,,147,142,5,121,121,0,0,"The Russian transport helicopter, carrying troops, crashed at Russian military headquarter near the capital city of Grozny. Reporting an engine fire, the pilot attempted to make an emergency landing when the helicopter fell from a height of 660 feet and missed the tarmac by 990 feet, crashed and caught fire.  The helicopter was shot down by Chechen guerillas with a shoulder-launched heat-seeking anti-aircraft missile. The missile destroyed the helicopter's right engine and starting a fire on board. The left engine stopped at the same time. The entire hydraulic control system, including the system used to open the rear door was not working, as burning fuel gushed into the cabin trapping people inside. This is the worst helicopter disaster in aviation history.","Khankala, Chechnya",43.29088485,45.7776202,POINT (43.29088485 45.7776201980059)
8/22/2002,9:41,Shangri La Air,,Jomsom - Pokhara,de Havilland Canada DHC-6-300 Twin Otter,9N-AFR,726,18,15,3,18,15,3,0,The plane crashed into a hill 3 miles southeast of Pokhara Airport while on approach. The plane broke into several pieces and bodies and wreckage was scattered over a small area. There was poor weather in the area at the time of the accident. Controlled flight into terrain.,"Pokhara, Nepal",28.209538,83.991402,POINT (28.209538 83.99140200000002)
8/29/2002,11:58,Vostok Aviakompania,HH-359,Khabarovsk - Ayan,Antonov AN-28,RA-28932,1A-J008-19,16,14,2,16,14,2,0,The twin prop plane crashed into a cliff in dense fog as it prepared to land at Ayan. ATC lost contact with the aircraft 12 minutes before it was scheduled to land.  The crew made four attempts to land before disappearing off radar. Crew error.,"Ayan, Russia",56.4609007,138.1817339,POINT (56.4609007 138.1817339)
8/30/2002,18:30,Rico Taxi Aéreo,,Cruzeiro do Sul - Tarauaca - Rio Branco,Embraer 120ER Brasilia,PT-WRQ,120043,31,28,3,23,20,3,0,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.,"Rio Branco, Brazil",-9.9765362,-67.8220778,POINT (-9.9765362 -67.82207779999999)
9/14/2002,,Total  Air Lines,,Guarulhos - Londrina,ATR 42-300,PT-MTS,26,2,0,2,2,0,2,0,"One hour after the takeoff , the the plane disappeared of  Curitiba  ATC. The wreckage was found on a farm, around a crater. Unknown cause.","Paranapanema, Sao Paulo, Brazil",-23.390161,-48.720868,POINT (-23.390161 -48.720868)
9/28/2002,11:35,Deraps Aviation,,Lake de l'Avion - Agunish River,de Havilland Canada DHC-3 Otter,C-FLGA,279,4,3,1,3,3,0,0,"The hunting charter crashed inverted in a forest while attempting to land at Agunish River. Because of the geographic and weather conditions, the pilot probably had trouble judging his horizontal and vertical distance with respect to the mountain, and the aircraft crashed.","Natashquan, Quebec, Canada",50.1839077,-61.8174062,POINT (50.18390770000001 -61.8174062)
10/1/2002,,Military - Indian Navy,,Military exercises,Ilyushin IL-38 / Ilyushin IL-38,IN302 / IN304,IL38002/IL38004,12,0,12,12,0,12,5,"The two Navy aircraft flying in formation in a military flyby, crashed, after their wings collided. One plane crashed into a house under construction while the other crashed onto a field next to a highway. Six crew members on each plane were killed along with 5 on the ground.","Vasco, India",15.398403,73.8129178,POINT (15.398403 73.81291779999999)
11/6/2002,10:10,Luxair,9642/2420,"Berlin, Germany - Luxembourg",Fokker 50,LX-LGB,20221,22,19,3,20,18,2,0,"The plane crashed 6 miles short of the runway at Findel Airport while attempting to land in heavy fog.  Crew error caused by aborting a ""go-around"" after being informed by tower of an increase in visibility. A series of non-standard actions resulted in severe loss of airspeed, due to the propeller blades being accidentally switched into reverse position, and subsequent impact short of the runway. Contributing to the accident were errors concerning the implementation of a security recommendation which had been made by the manufacturer to Fokker 50 operators. Also this warning was not adequately communicated to the flight crews of Luxair.","Niederanven, Luxembourg",49.6512224,6.2552342,POINT (49.6512224 6.2552342)
11/7/2002,10:27,Dirgantara Air Services,,Tarakan - Long Bawan,Britten-Norman BN-2A-21,PK-VIZ,697,10,9,1,7,6,1,0,"Two minutes after taking off, the aircraft went down in a swamp, about 1 mile from Juwata airport. The pilot radioed he was returning to the airport because of an engine failure.","Tarakan, Indonesia",3.3416343,117.5986281,POINT (3.3416343 117.598628074404)
11/8/2002,14:58,Richmor Aviation,,"Las Vegas, NV - Taos, NM",IAI 1124A Westwind,N61RS,384,2,0,2,2,0,2,0,"While on a positioning flight the plane entered an uncontrolled descent and crashed. The pilot's inadvertent flight into mountain wave weather conditions while IMC, resulting in a loss of aircraft control.","Taos, New Mexico",36.4072377,-105.5732847,POINT (36.4072377 -105.5732847)
11/11/2002,6:09,Laoag International Airlines,585,Manila - Laoag,Fokker F27 Friendship 100,RP-C6888,10571,34,29,5,19,18,1,0,The plane experienced failure of the left engine shortly after taking off from Ninoy Aquino airport. The pilot declared and emergency and the aircraft ditched into Manila Bay and breaking up about one-half mile offshore. Fuel starvation. Failure of the pilot and co-pilot to check the fuel valve and failure to observe safety standards and measures.  Poor management and maintenance procedures.,"Manila, Philippines",14.5906216,120.9799696,POINT (14.5906216 120.9799696)
11/28/2002,14:15,Eagle Aviation,-,Ol Kiombo - Mombasa,Let 410UVP-E20,5Y-ONT,871812,20,18,2,1,0,1,0,The plane crashed after developing engine trouble while flying from one airstrip to another in the Masai Mara National Reserve. The copilot was the only fatality.,"Masai Mara, Kenya",-1.2854177,36.8532895,POINT (-1.2854177 36.8532895)
12/13/2002,,Island Airways Ltd.,,Gohu - Madang,Britten-Norman BN-2A-26 Islander,P2-CBB,140,8,7,1,8,7,1,0,The aircraft flew into the side of a cliff during it's inaugural flight from Gohu Airstrip in the Finisterre Mountains.,"Gohu Airstrip, Papua New Guinea",-7.352573,146.19446,POINT (-7.352573 146.19446)
12/17/2002,22:51,Planemasters,1627,Decatur - Rockford,Cessna 208B Caravan I Super Cargomaster,N277PM,208B-0143,1,0,1,1,0,1,0,"While attempting to land, the cargo plane struck trees and crashed into a field. The pilot's failure to maintain control of the airplane during the ILS approach. Factors associated with the accident were the low ceilings, high winds, crosswind, and wind shear conditions that existed.","Rockford, Illinois",42.2713945,-89.093966,POINT (42.2713945 -89.09396600000002)
12/21/2002,1:52,Transasia Airways,791,Taipei - Macau,Aérospatiale/Aeritalia ATR-72-202,B-22708,322,2,0,2,2,0,2,0,While en route the stall warning sounded and the stick shaker activated. The crew of the cargo plane disconnected the autopilot and tried to gain control of the plane. The plane began to descend from FL170 until it impacted the ocean.,"Pachao Tao, Taiwan",24.895,121.24611,POINT (24.895 121.24611)
12/23/2002,19:30,Aeromist-Kharkiv,2137,"Kharkiv, Ukraine - Trabzon, Turkey - Isfanan, Iran",Antonov AN-140,UR-14003,204,44,38,6,44,38,6,0,"While descending to land at Isfanan, the Ukrainian passenger plane crashed in a mountainous area  70 km from Isfanan after losing contact with ground controllers. Improper use of the Global Positioning System by the pilot. The passengers were aerospace scientists and executives.","Isfanan, Iran",27.77418,84.80329,POINT (27.77418 84.80329)
12/26/2002,11:20,Military - Brazilian Air Force,,Sao Paulo - Porto Alegre,Embraer-110 C-95B Bandeirante,FAB-2292,174,16,13,3,3,2,1,0,The plane diverted from it's original route to make an emergency landing at Curitiba after experiencing engine trouble and crashed 3.5km short of the runway.,"Curitiba, Brazil",-25.4295963,-49.2712724,POINT (-25.4295963 -49.2712724)
12/27/2002,15:00,Ocean Airlines,,Moroni Hahaya - Anjouan,Let 410UVP,9XR-RB,810636,16,14,2,1,1,0,0,"The aircraft was in a holding pattern due to bad weather at Anjouan. After weather condtions improved, clearance was given for a final approach. The plane was struck by lightning. A go-around was attempted, but the airplane lost its artificial horizons and gyro compasses as a result of the lightning strike. Control was lost and the plane crashed.","Anjouan, Comoros Islands",22.23157,114.018829,POINT (22.23157 114.018829)
